	JvRad_Rhipp_504	JvRad_Rhipp_503	JvRad_Rhipp_402	JvRad_Rhipp_401	JvRad_Rhipp_400	JvRad_Rhipp_203	JvRad_Rhipp_202	JvRad_Rhipp_201	JvRad_Rhipp_200
A230072E10Rik	0	0	0	1	0	0	0	0	0
Fam120c	6	16	18	7	24	5	6	2	11
Gm22248	0	0	0	0	0	0	0	0	0
Gm6451	0	3	3	2	1	1	1	2	1
Gm15148	3	11	6	1	7	1	1	5	4
Phf8	8	9	8	5	13	6	6	5	4
Gm24460	0	0	0	0	0	0	0	0	0
Gm5395	0	0	0	0	0	0	0	0	0
Gm15151	5	4	4	4	2	1	2	5	2
Gm4919	0	1	0	0	1	1	0	0	0
n-R5s13	0	0	0	0	0	0	0	0	0
Gm15161	0	1	0	0	0	0	0	0	0
Huwe1	123	237	151	161	259	89	74	76	69
Mir3113	0	0	0	0	0	0	0	0	0
Mirlet7f-2	0	0	0	0	0	0	0	0	0
Mir98	0	0	0	0	0	0	0	0	0
Gm15191	27	44	46	50	41	47	53	34	57
Gm54539	0	0	0	0	0	0	0	0	0
Hsd17b10	10	10	18	15	30	3	7	7	5
Ribc1	1	0	0	0	2	0	0	0	0
Smc1a	14	26	21	13	32	17	12	15	28
Gm15267	2	0	1	1	1	3	2	1	2
Gm15266	0	0	0	0	0	0	0	0	0
Iqsec2	63	179	124	156	232	48	58	54	38
Kdm5c	19	29	19	21	43	14	11	13	14
Kantr	1	15	4	2	4	1	0	2	0
Gm54596	0	0	0	0	0	0	0	0	0
Tspyl2	47	63	38	38	70	26	22	22	13
Gpr173	4	13	4	6	4	1	7	2	4
3010001F23Rik	1	2	1	1	1	2	0	2	0
Gm4750	10	11	8	14	5	6	13	7	9
ENSMUSG00000121666	0	1	0	0	0	0	2	0	0
Actb-ps1	0	0	0	0	0	0	0	0	0
Cldn34a	0	0	0	0	0	0	0	0	0
Gm7158	1	0	0	0	0	0	0	0	0
Gm8475	0	0	0	0	0	0	0	0	0
Shroom2	12	17	16	17	22	9	13	4	12
Gpr143	0	0	0	0	0	0	0	0	0
Gm24687	0	0	0	0	0	0	0	0	0
Rpl7a-ps12	4	0	2	2	1	3	2	0	1
ENSMUSG00000121769	0	0	0	0	0	0	0	0	0
Rps7-ps3	0	0	0	0	0	0	0	0	0
Gm55604	0	0	0	0	0	0	0	0	2
Usp51	1	0	0	0	0	0	0	0	0
Mageh1	4	8	7	4	13	5	8	3	5
9530051G07Rik	0	1	0	0	0	0	0	0	0
Gm5396	0	2	2	1	0	1	0	0	3
Gm26960	0	0	0	0	0	0	0	0	0
Foxr2	1	1	0	0	0	0	0	0	0
Rragb	7	14	11	7	13	11	5	6	3
Gm15153	0	0	1	0	0	0	0	0	0
Klf8	0	0	1	1	0	0	0	0	1
Gm7150	1	0	2	0	0	1	1	0	0
Ubqln2	16	32	33	36	48	20	14	12	15
Gm15166	0	0	0	0	0	0	0	0	0
Cypt3	0	0	0	0	0	0	0	0	0
Gm25793	0	0	0	0	0	0	0	0	0
Gm8534	0	0	0	1	0	0	0	0	0
Kctd12b	1	2	0	2	3	0	0	0	0
Gm45022	0	0	0	0	0	0	1	0	0
Nbdy	3	3	4	1	3	0	0	1	0
Smt3h1-ps	1	0	2	0	0	0	1	0	0
Spin2c	0	3	1	0	1	0	0	0	0
Gm25895	0	0	0	0	0	0	0	0	0
Samt1	0	0	0	0	0	0	0	0	0
Samt1b	0	0	0	0	0	0	0	0	0
Gm5645	0	0	0	0	0	0	0	0	0
Samt1c	0	0	0	0	0	0	0	0	0
Gm15143	0	0	0	0	0	0	0	0	0
Gm5947	0	0	0	0	0	0	0	0	0
Samt1d	0	0	0	0	0	0	0	0	0
Gm16445	0	0	0	0	0	0	0	0	0
Gm6620	0	0	0	0	0	0	0	0	0
Gm15147	0	0	0	0	0	0	0	0	0
Gm5060	0	0	0	0	0	0	0	0	0
Gm15141	0	0	0	0	0	0	0	0	0
Samt2b	0	0	0	0	0	0	0	0	0
Gm5646	0	0	0	0	0	0	0	0	0
Gm8569	0	0	0	0	0	0	0	0	0
Samt4	0	0	0	0	0	0	0	0	0
Samt2	0	0	0	0	0	0	0	0	0
Gm15142	0	0	0	0	0	0	0	0	0
Gm22359	0	0	0	0	0	0	0	0	0
Gm8577	0	0	0	0	0	0	0	0	0
Cldn34b1	0	0	0	0	0	0	0	0	0
Magea6	0	0	0	0	0	0	0	0	0
Magea3	0	0	0	0	0	0	0	0	0
Gm6645	1	0	1	0	0	0	0	0	0
Gm25257	0	0	0	0	0	0	0	0	0
Magea8	0	0	0	0	0	0	0	0	0
Magea2	0	0	0	0	0	0	0	0	0
Gm24268	0	0	0	0	0	0	0	0	0
Magea5	0	0	0	0	0	0	0	0	0
Magea1	0	0	0	0	0	0	0	0	0
Cldn34b2	0	0	0	0	0	0	0	0	0
Gm25429	0	0	0	0	0	0	0	0	0
Gm4997	3	6	3	2	4	3	0	2	0
Amd-ps1	1	1	0	0	1	0	0	2	0
Gm8595	0	0	0	0	0	0	0	0	0
Gm15157	0	0	0	0	0	0	0	0	0
Sat1	10	23	15	9	18	7	3	1	2
Gm15159	0	0	0	0	0	0	0	0	0
Acot9	0	3	1	6	4	0	0	1	1
Gm650	0	0	0	0	0	0	0	0	0
Prdx4	10	1	5	4	3	0	5	2	0
Gm15158	0	0	0	0	0	0	0	0	0
Gm8606	2	1	3	1	1	0	3	0	0
Gm54626	0	0	0	0	0	0	0	0	0
Ptchd1	1	0	1	0	0	1	0	1	0
Gm15156	0	0	0	0	0	0	0	0	0
Gm15155	0	0	0	0	0	0	0	0	0
Gm15160	0	0	0	0	0	0	0	0	0
Gm23404	0	0	0	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0	0	0	0
Gm7312	0	3	0	2	0	0	0	1	0
Gm15162	0	0	0	0	0	0	0	0	0
Gm15163	0	0	0	1	1	0	0	0	0
Gm54630	0	0	0	0	0	0	0	0	0
Phex	0	0	0	0	0	0	0	0	0
Gm54632	0	0	0	0	0	0	0	0	0
Gm25795	0	0	0	0	0	0	0	0	0
Gm15172	2	2	2	0	0	1	1	2	3
Gm1947	0	0	2	0	0	1	0	0	0
Gm24281	0	0	0	0	0	0	0	0	0
Sms	26	35	20	20	32	10	21	6	8
Mbtps2	3	9	5	8	16	0	1	2	3
Gm6568	0	0	0	0	0	0	1	0	2
Yy2	0	0	0	0	0	0	0	0	0
Gm15176	0	0	0	0	0	0	0	0	0
Gm15175	0	0	0	0	0	0	0	0	0
Gm15173	0	0	0	0	0	0	0	0	0
Gm54648	0	0	0	0	0	0	0	0	0
Gm8644	0	0	0	0	0	1	0	0	0
Gm15171	0	0	0	0	0	0	0	0	0
Gm8648	2	4	10	3	6	8	9	1	5
Smpx	1	0	0	0	0	0	0	0	0
Gm15169	0	0	0	0	1	0	0	0	0
Klhl34	5	32	25	28	39	6	7	6	12
Cnksr2	28	69	37	55	85	18	27	10	23
Gm8659	2	3	2	5	1	1	3	0	1
Gm15170	0	0	0	0	0	0	0	0	0
Gm8662	2	6	4	8	5	3	4	3	2
Gm15177	0	0	0	0	0	0	0	0	0
Gm22522	0	0	0	0	0	0	0	0	0
Gm15168	0	0	0	0	0	0	0	0	0
Gm5764	4	6	4	4	4	6	4	1	4
Gm15185	0	0	0	0	0	0	0	0	0
Gm15188	0	0	0	0	0	0	0	0	0
Gm15189	0	0	0	0	0	0	0	0	0
Rps6ka3	8	12	4	5	8	2	6	3	6
Eif1ax	18	49	28	31	43	13	14	3	10
Gm15187	0	0	0	0	0	0	0	0	0
Map7d2	27	47	32	22	47	10	20	8	9
Gm54697	0	0	0	0	0	0	0	0	0
Bclaf3	2	1	0	0	1	0	2	0	1
Gm15190	1	3	1	1	3	0	2	0	0
Gm15186	0	0	1	0	0	0	1	0	0
Sh3kbp1	6	10	2	1	6	3	1	4	0
Map3k15	1	0	0	0	5	0	0	1	0
Gm15194	0	0	0	0	0	0	0	0	0
Gm8682	1	2	3	4	2	3	5	1	1
Pdha1	34	73	27	27	78	15	13	10	7
Gm15195	0	0	0	0	0	0	0	0	0
Gm15192	0	0	0	0	0	0	0	0	0
Gm15196	0	0	0	0	0	0	0	0	0
Gm15193	0	0	0	0	0	0	0	0	0
Adgrg2	0	0	0	0	2	0	1	0	0
Gm15241	0	0	0	0	0	0	0	0	0
Phka2	12	17	18	10	23	6	4	1	5
Gm15243	0	0	0	0	0	0	0	0	0
Ppef1	0	0	0	0	0	0	0	0	0
Gm15242	0	0	0	0	0	0	0	0	0
Gm15244	0	0	0	0	0	0	0	0	0
Rs1	1	0	1	0	1	0	0	0	1
Cdkl5	10	33	17	16	36	2	7	5	14
Gja6	0	0	0	0	0	0	0	0	0
Scml2	0	1	0	1	0	0	0	0	0
Gm5419	0	0	0	0	0	0	0	0	0
Bend2	0	0	0	0	0	0	0	0	0
Prkaca-ps1	0	0	0	0	0	0	0	0	1
Rai2	0	1	0	1	4	0	0	0	0
ENSMUSG00000121874	1	0	0	0	0	0	0	0	0
Scml1	0	0	0	0	0	0	0	0	0
Nhs	3	0	1	0	2	1	0	0	1
Gm15202	0	0	0	0	1	0	0	0	0
Gm26317	0	0	0	0	0	0	0	0	0
Gm23794	0	0	0	0	0	0	0	0	0
Gm54996	0	0	0	0	0	0	0	0	0
Gm54997	0	0	0	0	0	0	0	0	0
Gm15204	3	1	2	0	2	0	1	3	2
Reps2	21	53	31	23	48	17	12	5	15
Gm7331	16	50	42	20	38	19	22	19	20
Gm15206	0	0	0	0	0	0	0	0	0
Gm15203	0	0	0	0	0	0	0	0	0
Gm55016	0	0	0	0	0	0	0	0	0
Gm55017	0	0	0	0	0	0	0	0	0
Gm8737	0	1	0	0	0	0	0	0	0
Gm15201	0	0	0	1	1	0	0	0	0
Gm23786	0	0	0	0	0	0	0	0	0
Rbbp7	20	40	40	35	51	11	15	11	17
Txlng	9	7	6	2	4	3	7	3	1
Gm16459	0	0	0	0	1	0	0	0	0
Gm15207	0	0	0	0	0	0	0	0	0
Gm23901	0	0	0	0	0	0	0	0	0
Syap1	6	13	11	5	13	4	3	3	4
Mir3473a	0	2	0	0	0	0	0	0	0
Gm15209	0	0	0	0	0	0	0	0	0
Ctps2	11	15	9	11	23	0	2	4	7
S100g	0	0	0	0	0	0	0	0	0
Gm55105	0	0	0	0	0	0	0	0	0
Gm22746	0	0	0	0	0	0	0	0	0
Gm15215	0	0	0	0	0	0	0	0	0
Gm15212	0	0	0	0	0	0	0	0	0
Gm15214	0	0	0	0	0	0	0	0	0
Gm26007	0	0	0	0	0	0	0	0	0
Gm7199	1	0	1	0	0	0	1	0	0
Grpr	0	1	0	0	0	0	0	0	0
Rnf138rt1	0	0	0	0	1	0	0	0	0
Gm15213	0	0	0	0	0	0	0	0	0
Ap1s2	3	7	5	5	8	2	0	2	0
Zrsr2	8	17	8	2	13	4	2	1	4
Gm56686	2	1	0	1	5	2	0	1	2
Car5b	2	6	1	0	3	2	0	1	0
Siah1b	0	1	2	2	1	0	0	1	1
Cltrn	0	0	0	0	0	0	0	0	0
Gm55127	0	0	0	0	0	0	0	0	0
Ace2	0	1	0	0	1	1	0	0	0
Bmx	1	0	1	1	0	0	0	0	0
Gm55172	0	0	0	0	0	0	0	0	0
Pir	2	3	1	2	5	1	2	0	0
Gm22023	0	0	0	0	0	0	0	0	0
Vegfd	1	1	2	2	0	0	1	0	0
Piga	1	3	0	3	10	1	0	3	0
Asb11	0	0	0	0	1	0	0	0	0
Gm15211	0	0	0	0	0	0	0	0	0
Asb9	0	0	0	0	0	0	0	0	0
Gm15216	0	1	0	0	0	0	0	0	0
Mospd2	3	4	2	0	4	0	0	0	1
Fancb	0	0	1	0	1	0	0	0	0
Glra2	1	5	1	1	1	0	0	0	0
Gm15236	0	0	0	0	1	0	0	0	0
Gm22062	0	0	0	0	0	0	0	0	0
Gm15224	0	0	0	0	0	0	0	0	0
Gm15225	0	0	0	0	0	0	0	0	0
Gemin8	1	5	1	1	2	1	2	1	2
Gm15227	0	0	0	0	0	0	0	0	0
Gpm6b	189	580	288	265	492	92	102	89	103
Ofd1	1	2	4	1	3	0	0	2	0
Trappc2	0	4	4	1	2	5	4	1	3
Rab9	5	13	7	2	9	3	1	0	1
Gm15229	0	0	0	0	0	0	0	0	0
Gm15223	0	0	0	0	0	0	1	1	0
Tceanc	0	0	0	0	4	0	0	0	0
Gm56688	0	1	0	0	0	0	0	0	0
Egfl6	0	2	1	1	5	0	4	2	1
Gm15226	0	0	0	0	0	0	0	0	0
Gm1720	0	0	0	0	0	0	0	0	0
Rpl7a-ps11	6	21	9	13	13	12	9	2	11
Gm15230	0	0	0	0	0	0	0	0	0
Gm15231	0	0	0	0	0	0	0	0	0
Gm55322	0	0	0	0	0	0	0	0	0
Gm55323	0	0	0	0	0	0	0	0	0
Gm8814	1	0	0	1	0	3	0	0	0
Gm8817	0	0	0	0	0	0	0	0	0
Gm15232	0	0	0	0	0	0	0	0	0
Gm15228	0	0	0	0	0	0	0	0	0
Gm56678	0	0	0	0	0	0	0	0	0
Tmsb4x	137	410	208	266	343	46	76	44	81
Tlr8	0	0	0	0	0	0	0	0	0
Tlr7	0	1	4	0	0	0	0	1	0
Prps2	5	9	11	5	10	1	1	3	2
Gm15239	0	0	0	0	0	0	0	0	0
Gm26368	0	0	0	0	0	0	0	0	0
Gm6744	0	0	0	0	0	0	0	0	0
Frmpd4	10	31	12	14	26	2	9	10	10
Gm15238	0	0	0	0	0	0	0	0	0
Gm55333	0	0	0	0	0	0	0	0	0
Gm15240	0	0	0	0	0	0	0	0	0
Gm15237	0	0	0	0	0	0	0	0	0
Gm8832	0	0	0	0	0	0	0	0	0
Gm7209	0	0	0	0	0	0	0	0	0
Gm55334	0	0	0	0	0	0	0	0	0
Msl3	6	10	7	6	8	2	1	2	1
Gm15233	0	0	0	0	0	0	0	0	0
Arhgap6	3	1	1	1	1	0	0	0	0
Gm15261	0	0	0	0	0	0	0	0	0
Amelx	0	0	0	0	0	0	0	0	0
Hccs	3	10	2	1	7	2	1	0	0
Gm55349	0	0	0	0	0	0	0	0	0
Gm15246	0	1	0	0	0	0	0	0	0
BC022960	0	2	2	0	4	0	1	2	0
Gm15245	0	0	0	0	0	0	0	0	0
Mid1	2	3	0	1	3	0	0	1	0
Gm25651	0	0	0	0	0	0	0	0	0
Capza1b	0	0	0	0	0	0	0	0	0
ENSMUSG00000121571	0	0	0	0	0	0	0	0	0
G530011O06Rikx	1	0	2	0	1	0	1	0	0
Gm15726	0	0	0	0	0	0	0	0	0
Gm15247	0	0	0	0	0	0	0	0	0
Erdr1x	8	1	3	3	2	1	2	4	1
ENSMUSG00000121608	0	0	1	0	0	0	0	0	0
Sts	1	1	0	1	1	0	0	0	0
ENSMUSG00000121607	11	9	3	4	7	0	2	0	2
AKAP17A	2	6	10	5	9	0	1	1	0
Asmt	0	0	0	0	0	0	0	0	0
Gm15069	0	0	0	0	0	0	0	0	0
Gm15068	0	0	0	0	0	0	0	0	0
1700020D14Rik	0	0	0	0	0	0	0	0	0
Gm29089	0	0	0	0	0	0	0	0	0
Gm2098	0	0	0	0	0	0	0	0	0
Zfy1	0	0	0	0	0	0	0	0	0
Uba1y	0	0	0	0	0	0	0	0	0
Gm28588	0	0	0	0	0	0	0	0	0
Gm28587	0	1	0	0	0	0	0	0	0
Rhoay-ps3	0	0	0	0	0	0	0	0	0
Kdm5d	5	9	7	7	14	2	4	0	3
n-R5s1	0	0	0	0	0	0	0	0	0
Gm54351	0	0	0	0	0	0	0	0	0
Eif2s3y	12	26	15	10	18	2	5	5	2
Gm29650	1	1	1	0	0	0	0	1	0
Tspy-ps	0	0	0	0	0	0	0	0	0
Uty	2	5	1	2	4	0	2	2	2
Ddx3y	13	15	8	7	9	4	3	1	4
Gm4017	0	0	0	1	2	1	1	0	0
Gm18665	0	0	0	0	1	0	0	0	0
Usp9y	0	0	0	0	0	0	0	0	0
Gm25565	0	0	0	0	0	0	0	0	0
Gm17790	0	0	0	0	0	0	0	0	0
Gm29167	0	0	0	0	0	0	0	0	0
Gm8446	0	1	0	0	0	0	0	0	0
Gm28534	0	0	0	0	0	0	0	0	0
Gm28975	0	0	0	0	0	0	0	0	0
Gm28974	0	0	0	0	0	0	0	0	0
Gm18797	0	0	0	0	0	0	0	0	0
Rhoay-ps1	0	0	0	1	0	0	0	0	0
Zfy2	0	0	0	0	0	0	0	0	0
Uba1y-ps2	0	0	0	0	0	0	0	0	0
Gm18796	0	0	0	0	0	0	0	0	0
Gm29552	0	0	0	0	0	0	0	0	0
Gm29550	0	0	0	0	0	0	0	0	0
Gm29551	0	0	0	0	0	0	0	0	0
Gm8480	0	0	0	0	0	0	0	0	0
Gm29553	0	0	0	0	0	0	0	0	0
Gm54352	0	0	0	0	0	0	0	0	0
Gm28630	0	0	0	0	0	0	0	0	0
Gm28629	0	0	0	0	0	0	0	0	0
H2al2c	0	0	0	0	0	0	0	0	0
Uba1y-ps1	0	0	0	0	0	0	0	0	0
Sry	0	0	0	0	0	0	0	0	0
Gm18798	0	0	0	0	0	0	0	0	0
H2al2b	0	0	0	0	0	0	0	0	0
Gm28628	0	0	0	0	0	0	0	0	0
Gm4064	0	0	0	0	0	0	0	0	0
Gm6137	0	0	0	0	0	0	0	0	0
Gm8498	0	0	0	0	0	0	0	0	0
Rbmy	0	0	0	0	0	0	0	0	0
Gm10256	0	0	0	0	0	0	0	0	0
Gm8502	0	0	0	0	0	0	0	0	0
Gm8506	0	0	0	0	0	0	0	0	0
Gm10352	0	0	0	0	0	0	0	0	0
Gm8510	0	0	0	0	0	0	0	0	0
Gm29289	0	0	0	0	0	0	0	0	0
Gm21677	0	0	0	0	0	0	0	0	0
Gm29288	0	0	0	0	0	0	0	0	0
Gm21693	0	0	0	0	0	0	0	0	0
Gm21139	0	0	0	0	0	0	0	0	0
Gm21704	0	0	0	0	0	0	0	0	0
Gm21147	0	0	0	0	0	0	0	0	0
Gm21708	0	0	0	0	0	0	0	0	0
Gm21156	0	0	0	0	0	0	0	0	0
Rhoay-ps2	0	0	0	0	0	0	0	0	0
Gm2316	0	0	0	0	0	0	0	0	0
Gm3376	0	0	0	0	0	0	0	0	0
Gm2325	0	0	0	0	0	0	0	0	0
Gm28649	0	0	0	0	0	0	0	0	0
Gm8521	0	0	0	0	0	0	0	0	0
Gm18177	0	0	0	0	0	0	0	0	0
Gm28429	0	0	0	0	0	0	0	0	0
Gm28413	0	0	0	0	0	0	0	0	0
Gm28412	0	0	0	0	0	0	0	0	0
Gm8525	0	0	0	0	0	0	0	0	0
Gm28414	0	0	0	0	0	0	0	0	0
Gm28648	0	0	0	0	0	0	0	0	0
Gm28647	0	0	0	0	0	0	0	0	0
Gm29435	0	0	0	0	0	0	0	0	0
Vmn2r-ps139	0	0	0	0	0	0	0	0	0
Gm29038	0	0	0	0	0	0	0	0	0
Gm28191	0	0	0	0	0	0	0	0	0
Gm28186	0	0	0	0	0	0	0	0	0
Gm21064	0	0	0	0	0	0	0	0	0
Gm28241	0	0	0	0	0	0	0	0	0
Gm28242	0	0	0	0	0	0	0	0	0
Gm37222	0	0	0	0	0	0	0	0	0
4921509O09Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000121460	0	0	0	0	0	0	0	0	0
Gm28357	0	0	0	0	0	0	0	0	0
Gm29352	0	0	0	0	0	0	0	0	0
Gm29351	0	0	0	0	0	0	0	0	0
Gm29350	0	0	0	0	0	0	0	0	0
Gm29349	0	0	0	0	0	0	0	0	0
Gm29355	0	0	0	0	0	0	0	0	0
Gm20918	0	0	0	0	0	0	0	0	0
Gm29354	0	0	0	0	0	0	0	0	0
Gm29353	0	0	0	0	0	0	0	0	0
Gm50460	0	0	0	0	0	0	0	0	0
Gm29357	0	0	0	0	0	0	0	0	0
Gm29356	0	0	0	0	0	0	0	0	0
Gm29161	0	0	0	0	0	0	0	0	0
Gm28767	0	0	0	0	0	0	0	0	0
Gm29160	0	0	0	0	0	0	0	0	0
Gm20915	0	0	0	0	0	0	0	0	0
Gm28766	0	0	0	0	0	0	0	0	0
Gm29159	0	0	0	0	0	0	0	0	0
Gm54349	0	0	0	0	0	0	0	0	0
Gm29158	0	0	0	0	0	0	0	0	0
Gm21854	0	0	0	0	0	0	0	0	0
Gm28768	0	0	0	0	0	0	0	0	0
Gm28769	0	0	0	0	0	0	0	0	0
Gm20914	0	0	0	0	0	0	0	0	0
Gm28171	0	0	0	0	0	0	0	0	0
Gm28173	0	0	0	0	0	0	0	0	0
Gm37236	0	0	0	0	0	0	0	0	0
Gm29194	0	0	0	0	0	0	0	0	0
Gm21778	0	0	0	0	0	0	0	0	0
Gm29195	0	0	0	0	0	0	0	0	0
Gm29196	0	0	0	0	0	0	0	0	0
Gm28435	0	0	0	0	0	0	0	0	0
Gm28436	0	0	0	0	0	0	0	0	0
Gm29197	0	0	0	0	0	0	0	0	0
Gm29198	0	0	0	0	0	0	0	0	0
Gm29193	0	0	0	0	0	0	0	0	0
Gm28430	0	0	0	0	0	0	0	0	0
Gm21746	0	0	0	0	0	0	0	0	0
Gm28593	0	0	0	0	0	0	0	0	0
Gm20873	0	0	0	0	0	0	0	0	0
Gm28916	0	0	0	0	0	0	0	0	0
Gm28915	0	0	0	0	0	0	0	0	0
Gm28918	0	0	0	0	0	0	0	0	0
Gm28917	0	0	0	0	0	0	0	0	0
Gm28919	0	0	0	0	0	0	0	0	0
Gm21719	0	0	0	0	0	0	0	0	0
Gm28921	0	0	0	0	0	0	0	0	0
Gm28920	0	0	0	0	0	0	0	0	0
Gm28444	0	0	0	0	0	0	0	0	0
Gm28443	0	0	0	0	0	0	0	0	0
Gm20830	0	0	0	0	0	0	0	0	0
Gm28442	0	0	0	0	0	0	0	0	0
Gm28445	0	0	0	0	0	0	0	0	0
Gm20788	0	0	0	0	0	0	0	0	0
Gm28999	0	0	0	0	0	0	0	0	0
Gm21244	0	0	0	0	0	0	0	0	0
Gm28997	0	0	0	0	0	0	0	0	0
Gm28998	0	0	0	0	0	0	0	0	0
Gm28398	0	0	0	0	0	0	0	0	0
Gm28397	0	0	0	0	0	0	0	0	0
Gm28400	0	0	0	0	0	0	0	0	0
Gm28399	0	0	0	0	0	0	0	0	0
Gm28395	0	0	0	0	0	0	0	0	0
Gm21788	0	0	0	0	0	0	0	0	0
Gm28394	0	0	0	0	0	0	0	0	0
Gm28396	0	0	0	0	0	0	0	0	0
Gm28393	0	0	0	0	0	0	0	0	0
Gm20826	0	0	0	0	0	0	0	0	0
Vmn2r-ps149	0	0	0	0	0	0	0	0	0
Gm28576	0	0	0	0	0	0	0	0	0
Gm28575	0	0	0	0	0	0	0	0	0
Gm28574	0	0	0	0	0	0	0	0	0
Gm28573	0	0	0	0	0	0	0	0	0
Gm28572	0	0	0	0	0	0	0	0	0
Gm28571	0	0	0	0	0	0	0	0	0
Gm28570	0	0	0	0	0	0	0	0	0
Gm29049	0	0	0	0	0	0	0	0	0
Gm20825	0	0	0	0	0	0	0	0	0
Gm29047	0	0	0	0	0	0	0	0	0
ENSMUSG00000121461	0	0	0	0	0	0	0	0	0
Gm29048	0	0	0	0	0	0	0	0	0
Gm29045	0	0	0	0	0	0	0	0	0
Gm29046	0	0	0	0	0	0	0	0	0
Gm29043	0	0	0	0	0	0	0	0	0
Gm29044	0	0	0	0	0	0	0	0	0
Gm37951	0	0	0	0	0	0	0	0	0
Gm20824	0	0	0	0	0	0	0	0	0
Gm28146	0	0	0	0	0	0	0	0	0
Gm28145	0	0	0	0	0	0	0	0	0
Gm28148	0	0	0	0	0	0	0	0	0
Gm28147	0	0	0	0	0	0	0	0	0
Gm28142	0	0	0	0	0	0	0	0	0
Gm28141	0	0	0	0	0	0	0	0	0
Gm28144	0	0	0	0	0	0	0	0	0
Gm28143	0	0	0	0	0	0	0	0	0
Gm28150	0	0	0	0	0	0	0	0	0
Gm28149	0	0	0	0	0	0	0	0	0
Gm28098	0	0	0	0	0	0	0	0	0
Gm28330	0	0	0	0	0	0	0	0	0
Gm28331	0	0	0	0	0	0	0	0	0
Gm28099	0	0	0	0	0	0	0	0	0
Gm20815	0	0	0	0	0	0	0	0	0
Gm28328	0	0	0	0	0	0	0	0	0
Gm28329	0	0	0	0	0	0	0	0	0
Gm28270	0	0	0	0	0	0	0	0	0
Gm28327	0	0	0	0	0	0	0	0	0
Gm28097	0	0	0	0	0	0	0	0	0
Gm29365	0	0	0	0	0	0	0	0	0
Gm29364	0	0	0	0	0	0	0	0	0
Gm29363	0	0	0	0	0	0	0	0	0
Gm21292	0	0	0	0	0	0	0	0	0
Gm21721	0	0	0	0	0	0	0	0	0
Gm29366	0	0	0	0	0	0	0	0	0
Gm29281	0	0	0	0	0	0	0	0	0
Gm29330	0	0	0	0	0	0	0	0	0
Gm29329	0	0	0	0	0	0	0	0	0
Gm21812	0	0	0	0	0	0	0	0	0
Gm29535	0	0	0	0	0	0	0	0	0
Gm29533	0	0	0	0	0	0	0	0	0
Gm29534	0	0	0	0	0	0	0	0	0
Gm21874	0	0	0	0	0	0	0	0	0
Gm28849	0	0	0	0	0	0	0	0	0
Gm28847	0	0	0	0	0	0	0	0	0
Gm28848	0	0	0	0	0	0	0	0	0
Gm28846	0	0	0	0	0	0	0	0	0
Gm29471	0	0	0	0	0	0	0	0	0
Gm29474	0	0	0	0	0	0	0	0	0
Gm29475	0	0	0	0	0	0	0	0	0
Gm20821	0	0	0	0	0	0	0	0	0
Gm28506	0	0	0	0	0	0	0	0	0
Gm28507	0	0	0	0	0	0	0	0	0
Gm21301	0	0	0	0	0	0	0	0	0
Gm29142	0	0	0	0	0	0	0	0	0
Gm21310	0	0	0	0	0	0	0	0	0
Gm28509	0	0	0	0	0	0	0	0	0
Gm28508	0	0	0	0	0	0	0	0	0
Gm20834	0	0	0	0	0	0	0	0	0
Gm28510	0	0	0	0	0	0	0	0	0
Gm29525	0	0	0	0	0	0	0	0	0
Gm29526	0	0	0	0	0	0	0	0	0
Gm20737	0	0	0	0	0	0	0	0	0
Gm21775	0	0	0	0	0	0	0	0	0
Gm21900	0	0	0	0	0	0	0	0	0
Gm29527	0	0	0	0	0	0	0	0	0
Gm20775	0	1	0	0	1	0	0	0	0
Gm29522	0	0	0	0	0	0	0	0	0
Gm29523	0	0	0	0	0	0	0	0	0
Gm29524	0	0	0	0	0	0	0	0	0
Gm29528	0	0	0	0	0	0	0	0	0
Gm20777	0	0	0	0	0	0	0	0	0
Gm28955	0	0	0	0	0	0	0	0	0
Gm28954	0	0	0	0	0	0	0	0	0
Gm28953	0	0	0	0	0	0	0	0	0
Gm20776	0	0	0	0	0	0	0	0	0
Gm28958	0	0	0	0	0	0	0	0	0
Gm20828	0	0	0	0	0	0	0	0	0
Gm28957	0	0	0	0	0	0	0	0	0
Gm28956	0	0	0	0	0	0	0	0	0
Gm28952	0	0	0	0	0	0	0	0	0
Gm28951	0	0	0	0	0	0	0	0	0
Gm28390	0	0	0	0	0	0	0	0	0
Gm28391	0	0	0	0	0	0	0	0	0
Gm28389	0	0	0	0	0	0	0	0	0
Gm28655	0	0	0	0	0	0	0	0	0
Gm28654	0	0	0	0	0	0	0	0	0
Gm28657	0	0	0	0	0	0	0	0	0
Gm28656	0	0	0	0	0	0	0	0	0
Gm29554	0	0	0	0	0	0	0	0	0
Gm29556	0	0	0	0	0	0	0	0	0
Gm20812	0	0	0	0	0	0	0	0	0
Gm35108	0	0	0	0	0	0	0	0	0
Gm37739	0	0	0	0	0	0	0	0	0
Gm21736	0	0	0	0	0	0	0	0	0
Gm21379	0	0	0	0	0	0	0	0	0
Gm36928	0	0	0	0	0	0	0	0	0
ENSMUSG00000121535	0	0	0	0	0	0	0	0	0
Gm20807	0	0	0	0	0	0	0	0	0
Gm38084	0	0	0	0	0	0	0	0	0
