	JvRad_Rhipp_204	JvRad_Rhipp_504	JvRad_Rhipp_503	JvRad_Rhipp_402	JvRad_Rhipp_401	JvRad_Rhipp_400	JvRad_Rhipp_203	JvRad_Rhipp_202	JvRad_Rhipp_201	JvRad_Rhipp_200
Lrfn2	1094	3	6	3	3	10	5	3	2	0
Gm54597	0	0	0	0	0	0	0	0	0	0
1700008K24Rik	3	0	0	0	0	0	0	0	0	0
Gm9586	49	0	0	0	1	0	0	0	0	1
Gm22978	0	0	0	0	0	0	0	0	0	0
Gm17830	0	0	0	0	0	0	0	0	0	0
Gm18067	0	0	0	0	0	0	0	0	0	0
Gm20540	0	0	0	0	0	0	0	0	0	0
Mocs1	661	4	3	4	4	10	1	1	1	0
Daam2	15026	57	66	53	45	104	12	25	11	8
Kif6	140	1	0	1	1	1	0	1	1	2
Gm16555	0	0	0	0	0	0	0	0	0	0
Gm16554	0	0	0	0	0	0	0	0	0	0
Gm19465	0	0	0	0	0	0	0	0	0	0
Gm52954	8	0	0	0	0	0	0	0	0	0
Rftn1	647	3	3	4	1	4	0	0	1	1
Gm49901	14	0	1	0	0	0	0	0	0	0
Gm37173	0	0	0	0	0	0	0	0	0	0
Gm9191	0	0	0	0	0	0	0	0	0	0
Gm18735	0	1	0	0	0	0	0	0	0	0
Gm41597	0	0	0	0	0	0	0	0	0	0
AY702103	0	0	0	0	0	0	0	0	0	0
Dazl	169	0	2	0	0	2	0	0	0	0
Gm49906	12	0	0	0	0	0	0	0	0	0
Gm56891	0	0	0	0	0	0	0	0	0	0
Plcl2	2430	6	16	10	4	9	4	5	0	3
Gm7334	6	0	1	1	1	1	0	1	1	0
Tbc1d5	2268	8	20	13	9	17	3	1	7	2
Gm25177	0	0	0	0	0	0	0	0	0	0
Gm49908	0	0	0	0	0	0	0	0	0	0
C330011F03Rik	0	0	0	0	0	0	0	0	0	0
Gm46574	0	0	1	0	0	0	0	0	0	0
Gm31143	10	0	0	0	0	0	0	0	0	0
Satb1	6159	9	43	11	15	21	1	4	11	11
E430014B02Rik	14	0	0	0	0	0	0	0	0	0
C230085N15Rik	0	0	0	0	0	0	0	0	0	0
Gm36931	10	0	0	0	0	0	0	0	0	0
5830444F18Rik	0	0	0	0	0	0	0	0	0	0
Gm37248	0	0	0	0	0	0	0	0	0	0
Gm6934	1	0	1	0	0	0	0	0	0	0
Gm37593	14	0	2	0	0	1	0	0	0	0
Gm37266	20	0	1	0	1	0	0	0	0	0
Gm37176	151	1	1	0	0	0	0	0	0	0
Gm20098	0	0	0	0	0	0	0	0	0	0
Gm19585	4	0	0	0	0	0	0	0	0	0
Gm19197	0	0	0	0	0	0	0	0	0	0
Gm41600	4	0	0	0	0	0	0	0	0	0
Gm49912	1	0	0	0	0	0	0	0	0	0
Gm5094	0	0	0	0	0	0	0	0	0	0
Gm27217	0	0	0	0	0	0	0	0	0	0
Kcnh8	16	1	0	0	0	0	0	0	0	0
Gm9210	1	3	1	2	1	5	3	3	0	2
Gm49913	0	0	0	0	0	0	0	0	0	0
Gm49914	0	0	0	1	0	0	0	0	0	0
Gm29770	0	0	2	1	1	2	0	1	0	0
Gm9214	0	0	1	0	0	0	0	1	0	1
Efhb	26	1	1	0	1	2	1	0	0	0
Tpt1-ps7	0	2	9	7	4	10	1	2	1	2
Rab5a	3764	17	23	19	17	20	5	9	7	11
Gm49915	4	0	0	0	0	0	0	0	0	0
Pp2d1	4	0	0	0	0	0	0	0	0	0
Kat2b	1979	15	9	10	7	21	2	4	1	3
Gm6919	0	7	19	10	0	7	1	2	3	2
Sgo1	4	0	0	0	0	0	0	0	0	0
Gm31532	7	0	0	0	0	0	0	0	0	0
Rab5a-ps	0	0	1	2	0	1	2	2	0	0
4932415M13Rik	0	0	0	0	0	0	0	0	0	0
Gm49917	0	0	0	0	0	0	0	0	0	0
Ckb-ps2	7	0	2	2	1	1	0	1	1	1
Mark1-ps2	0	0	0	0	0	0	0	0	0	0
Hcfc1r1-ps2	0	0	0	0	0	0	0	0	0	0
Sult1c2-ps2	0	0	0	0	0	0	0	0	0	0
Sult1c2	2	1	0	0	0	4	0	0	0	2
Mrps36-ps1	6	1	0	1	1	1	0	1	0	0
Sult1c2-ps1	0	0	0	0	0	0	0	0	0	0
Hcfc1r1-ps1	0	0	0	1	0	2	0	0	0	0
Mark4-ps	0	0	0	0	0	0	0	0	0	0
Ckb-ps1	0	1	3	3	4	4	1	2	0	1
Mark1-ps1	0	0	0	0	0	0	0	0	0	0
Sult1c1	2	0	0	0	0	2	0	0	1	0
Gm5684	0	0	0	0	0	0	0	0	0	0
Gm37966	0	0	0	0	0	0	0	0	0	0
Slc5a7	32	1	0	0	1	0	0	0	0	0
Gm9224	0	0	1	1	0	1	1	2	1	3
1700025K24Rik	0	0	0	0	0	0	0	0	0	0
Gm49919	0	0	0	0	0	0	0	0	0	0
Trp53-ps	10	0	0	1	0	0	0	0	1	0
Gm4946	0	0	0	0	0	0	0	0	0	0
Gm26291	0	0	0	0	0	0	0	0	0	0
Gm32055	0	0	0	0	0	0	0	0	0	0
Gm49920	0	0	0	0	0	0	0	0	0	0
Gm46577	0	0	0	0	0	0	0	1	1	0
Gm4471	0	0	0	0	0	0	0	0	0	1
Gm17377	0	0	0	0	0	0	0	0	0	0
Gm49921	0	0	0	0	0	0	0	0	0	0
St6gal2	935	1	5	4	3	2	0	1	3	4
Vmn2r118	9	0	0	0	0	0	0	0	0	0
Pot1b	655	2	7	7	2	6	0	0	0	0
Gm22654	0	0	0	0	0	0	0	0	0	0
Gm18648	0	0	0	0	0	0	0	0	0	0
Adgre4	6	0	0	0	0	0	0	0	0	0
Gm18365	0	0	0	0	0	0	0	0	0	0
Gm18417	0	0	0	0	0	0	0	0	0	0
Zfp119a	212	0	0	1	1	0	0	0	0	0
Zfp959	341	0	2	1	2	2	0	1	1	0
Rpl21-ps6	0	15	14	12	17	20	12	16	8	10
Zfp119b	200	1	1	1	0	1	0	1	0	1
Ebi3	41	0	0	0	0	0	0	0	0	0
Gm16712	7	0	0	0	0	0	0	0	0	0
Yju2	324	1	4	3	5	4	0	1	0	1
Shd	1013	9	11	13	4	13	3	2	0	2
Fsd1	2456	14	17	15	17	26	4	7	5	2
Stap2	188	0	0	2	0	4	0	2	2	0
Mpnd	4976	14	53	38	40	56	7	6	14	8
Gm16276	34	0	1	0	0	1	2	0	1	0
Sh3gl1	2732	25	16	14	15	27	4	10	8	5
Chaf1a	169	2	0	2	0	4	1	0	0	2
Ubxn6	700	9	12	10	8	7	5	1	2	1
Hdgfl2	4990	33	50	39	38	56	9	12	15	11
Plin4	1382	7	4	7	2	11	2	2	5	4
Plin5	53	0	1	1	1	0	0	0	0	0
Lrg1	22	0	0	0	0	0	0	0	0	0
Gm56918	0	0	0	0	0	0	0	0	0	0
Sema6b	6017	26	55	48	62	70	6	17	13	20
Tnfaip8l1	237	0	2	2	4	11	0	3	2	2
Gm54680	0	0	0	0	0	0	0	0	0	0
Mydgf	1570	11	20	11	17	29	4	12	4	13
Dpp9	4023	21	29	20	31	47	18	8	7	4
Gm49879	0	3	5	3	6	8	2	4	2	1
A230051N06Rik	106	0	1	1	1	0	0	1	0	0
Mir7b	3	0	0	0	0	0	0	0	0	0
Fem1a	3435	8	24	16	18	32	4	12	7	3
Ticam1	476	6	6	4	3	9	0	1	1	1
Plin3	1445	9	10	10	9	15	5	1	4	4
Arrdc5	4	0	0	0	0	0	0	0	0	0
Uhrf1	67	1	1	1	0	1	0	0	0	0
Kdm4b	4811	26	32	30	30	55	14	14	19	13
Ptprs	24781	139	208	151	170	310	69	116	63	61
Mir6977	0	0	0	0	0	0	0	0	0	0
Znrf4	0	0	0	0	0	0	0	0	0	0
Tincr	414	2	3	3	1	2	0	4	3	1
Safb2	6857	47	51	57	52	91	22	22	20	18
Safb	6982	45	64	51	45	70	16	17	19	22
Micos13	2974	22	45	33	19	39	9	9	12	9
Gm56912	386	0	2	4	2	2	0	0	2	0
Rpl36	3211	41	55	40	33	90	14	10	9	6
Lonp1	5158	32	49	43	48	51	12	18	13	18
Catsperd	95	0	1	0	1	1	0	0	0	0
Ranbp3	3674	22	29	21	24	34	7	13	14	4
ENSMUSG00000121599	0	0	0	0	0	0	0	0	0	0
Vmac	699	4	6	5	5	6	2	4	4	1
Ndufa11	2286	13	24	17	13	26	4	8	13	4
Fut4-ps1	2	0	0	0	0	0	0	0	0	0
Nrtn	43	0	0	1	2	1	1	0	0	1
Dus3l	4750	28	41	28	21	52	12	11	17	10
Prr22	76	0	0	1	0	1	0	0	1	0
Rfx2	326	3	4	2	8	1	2	0	3	2
Gm41604	4	0	0	1	0	0	0	0	0	0
Acsbg2	8	1	1	2	1	1	0	0	0	1
Acsbg3	51	0	0	0	0	1	0	0	0	0
Mllt1	8630	38	83	59	56	96	23	30	25	24
Acer1	0	1	0	0	3	0	0	0	0	1
Gm49887	0	0	0	0	0	0	0	0	0	0
Clpp	2145	6	17	13	12	26	3	7	2	6
Alkbh7	566	1	5	4	5	10	0	2	2	1
Pspn	13	0	0	0	0	0	0	1	0	0
Gtf2f1	2831	17	25	19	28	38	8	11	9	13
Gm17949	6	0	0	0	0	0	0	0	0	0
Khsrp	5931	33	47	31	44	69	13	19	17	10
Slc25a41	6	0	0	0	0	0	0	0	0	0
Gm17168	59	0	1	0	0	2	0	1	0	1
Slc25a23	43729	166	418	230	263	407	103	114	100	89
Crb3	69	1	0	0	0	2	0	1	0	0
Dennd1c	161	0	1	2	3	3	0	1	0	2
Gm49888	2	0	2	0	0	0	1	1	0	1
Gm56907	0	0	0	0	0	0	0	0	0	0
Tubb4a	27338	208	167	187	184	292	104	94	61	109
Gm11110	26	0	0	0	0	3	0	1	0	0
Tnfsf9	28	0	0	0	0	0	0	0	1	0
Gm49892	0	0	0	0	0	0	0	0	0	0
Cd70	4	0	0	0	0	0	0	0	0	0
Tnfsf14	0	0	0	0	0	0	0	0	0	0
C3	120	0	0	4	2	1	0	0	0	0
Mir6978	0	0	0	0	0	0	0	0	0	0
Gpr108	1749	13	14	13	13	20	3	1	5	5
Trip10	531	4	3	4	2	11	1	1	0	0
Gm46575	0	0	0	0	0	0	1	0	0	0
Vav1	303	2	4	1	2	4	1	0	1	0
Adgre1	302	0	0	1	1	3	0	1	0	0
Vmn2r120	0	0	0	0	0	0	0	0	0	0
Gm49842	0	0	0	0	0	0	0	0	0	0
Gm18139	0	0	0	0	0	0	0	0	0	0
Gm25102	0	0	0	0	0	0	0	0	0	0
Gm17920	0	0	0	0	0	0	0	0	0	0
Cntnap5c	779	4	3	1	1	4	0	2	1	0
Rpl7a-ps5	2	3	2	1	5	5	2	0	3	2
Gm49848	0	0	0	0	0	0	0	0	0	0
Gm6149	0	0	0	0	0	0	0	0	0	0
Gm49849	0	0	0	0	0	0	0	0	0	0
Gm5815	0	0	0	0	0	0	0	0	0	0
A330072L02Rik	0	0	0	0	0	0	0	0	0	0
Gm9284	0	0	0	0	0	0	0	0	0	0
Pdzph1	202	0	2	0	0	0	0	0	0	0
Nudt12os	0	0	0	0	0	0	0	0	0	0
Nudt12	273	0	4	1	1	1	1	0	0	1
Gm23769	0	0	0	0	0	0	0	0	0	0
Gm23203	0	0	0	0	0	0	0	0	0	0
Gm49851	0	0	0	0	0	0	0	0	0	0
Gm49852	0	0	0	0	0	0	0	0	0	0
Gm49853	0	0	0	0	0	0	0	0	0	0
Gm29051	0	0	0	0	0	0	0	0	0	0
Gm23447	0	0	0	0	0	0	0	0	0	0
Gm4512	0	0	0	0	0	0	0	0	0	0
Gm18521	0	0	0	0	0	0	0	0	0	0
Gm49856	0	0	0	0	0	0	0	0	0	0
Gm33890	0	0	0	0	0	0	0	0	0	0
Gm18070	0	0	0	0	0	0	0	0	0	0
Gm54881	0	0	0	0	0	0	0	0	0	0
Obox6-ps1	0	0	0	0	0	0	0	0	0	0
Gm6174	0	0	0	0	0	0	1	0	0	0
Gm4518	6	3	3	0	1	1	4	4	2	5
Gm27023	0	0	0	0	1	0	1	0	0	0
Gm49859	0	0	0	0	0	0	0	0	0	0
Gm49860	0	0	0	0	0	0	0	0	0	0
Gm25800	0	0	0	0	0	0	0	0	0	0
Efna5	472	0	1	1	1	0	0	3	0	1
Fbxl17	3148	3	18	8	6	15	8	4	6	4
Gm54892	0	0	0	0	0	0	0	0	0	0
Gm24730	0	0	0	0	0	0	0	0	0	0
4930405O22Rik	0	0	0	0	0	0	0	0	0	0
Gm17228	0	1	0	2	1	3	0	2	0	1
Gm54893	0	0	0	1	0	0	0	0	0	0
Gm5497	0	6	4	7	8	2	8	7	1	6
Gm49862	0	0	0	0	0	0	0	0	0	0
Gm7253	0	1	0	0	1	1	1	0	0	0
Gm9300	0	0	0	0	0	0	0	1	0	0
Fer	848	1	7	2	4	6	0	2	1	3
Pja2	25098	62	82	67	95	150	28	26	18	33
Gm54898	0	0	0	0	0	0	0	0	0	0
Gm56888	0	0	0	0	0	0	0	0	0	0
Mir6420	0	0	0	0	0	0	0	0	0	0
AU016765	0	0	0	0	0	0	0	0	0	0
Man2a1	1183	5	7	2	1	9	2	2	2	3
Gm17133	2	0	0	0	0	0	0	0	0	0
Dreh	0	0	0	0	0	0	0	0	0	0
4930583I09Rik	0	0	0	0	0	0	0	0	0	0
Gm4701	0	0	0	0	0	0	0	0	0	0
Gm25344	0	0	0	0	0	0	0	0	0	0
Gm49865	0	0	0	0	0	0	0	0	0	0
Tmem232	90	1	0	0	0	1	0	0	0	0
Gm18992	0	0	0	0	0	0	0	0	0	0
Gm9288	0	0	0	0	0	0	0	0	0	0
Gm18736	0	0	1	0	0	0	1	0	0	0
Gm54915	0	0	0	0	0	0	0	0	0	0
Gm18138	0	0	0	0	0	0	0	0	0	0
Gm49866	0	0	0	0	0	0	0	0	0	0
Vapa	4801	15	26	22	15	40	5	6	4	8
Txndc2	4	0	0	0	0	0	0	0	0	0
Rab31	6725	18	59	39	18	52	12	5	9	11
Gm49867	0	0	0	0	0	0	0	0	0	0
Ppp4r1	1955	11	9	9	8	11	1	4	1	3
Ralbp1	4362	13	38	18	15	41	7	11	6	8
Gm49870	9	0	0	0	0	0	0	0	0	0
Gm49871	17	0	0	0	0	0	0	0	0	0
Gm35550	6	0	0	0	0	0	0	0	0	0
Twsg1	2034	9	14	8	7	17	2	4	0	3
Ankrd12	4154	9	27	9	10	19	8	7	4	6
Gm49925	0	0	0	0	0	0	0	0	0	0
Ndufv2	7186	41	53	38	38	56	13	14	11	19
Gm23264	12	0	0	0	0	0	0	0	0	0
Gm49927	23	0	0	0	0	0	0	0	0	0
Washc1	1893	7	14	15	11	20	2	2	3	5
Ddx11	125	0	1	0	0	2	0	0	0	0
Gm49930	0	0	0	0	0	0	0	0	0	0
Gm49931	0	0	0	0	0	0	0	0	0	0
Gm20742	0	0	0	0	0	0	0	0	0	0
Gm17891	8	0	0	0	0	0	0	0	0	0
Gm49932	14	2	2	5	2	4	5	2	3	1
Gm56917	24	0	0	0	0	0	0	0	0	0
Gm49933	0	0	0	0	0	0	0	1	0	1
Mtcl1	2229	8	22	13	22	24	6	5	3	3
Gm4705	0	7	16	9	12	13	4	8	0	6
Gm49937	133	1	0	0	0	1	0	0	0	1
Gm56913	0	0	0	0	0	0	0	0	0	0
Rab12	4736	15	31	21	17	35	9	14	7	10
Gm41608	16	0	0	0	0	0	0	0	0	0
Gm49938	0	0	0	0	0	0	0	0	0	0
Themis3	6	0	0	0	0	0	0	0	0	0
Gm46576	0	0	0	0	0	0	0	0	0	0
Ptprm	1816	9	13	11	7	8	1	4	3	1
Gm49941	0	0	0	0	0	0	0	0	0	0
1700016K05Rik	0	0	0	0	0	0	0	0	0	0
Gm47471	0	0	0	0	0	0	0	0	0	0
Gm49939	0	0	0	0	0	0	0	0	0	0
Gm18961	0	0	0	0	0	0	0	0	0	0
Gm49943	0	0	0	0	0	0	0	0	0	0
Gm49940	0	0	0	0	0	0	0	0	0	0
Gm49942	0	0	0	0	0	0	0	0	0	0
Gm9984	6	0	0	0	0	0	0	0	0	0
Mir5709	0	0	0	0	0	0	0	0	0	0
Gm54965	0	0	0	0	0	0	0	0	0	0
Gm36201	2	0	0	0	0	0	0	0	0	0
Lrrc30	0	0	0	0	0	0	0	0	0	0
Lama1	244	3	1	4	2	4	0	1	0	0
Arhgap28	18	0	0	0	0	0	0	0	0	0
Gm17097	0	0	0	0	0	0	0	0	0	0
Gm49944	0	0	0	0	0	0	0	0	0	0
Gm49945	0	0	0	0	0	0	0	0	0	0
Gm36252	0	0	0	0	0	0	0	0	0	0
L3mbtl4	26	0	0	0	0	0	0	0	0	1
Gm15974	0	0	0	0	0	0	0	0	0	0
Gm17921	0	0	0	0	0	0	0	0	0	0
Tmem200c	423	1	4	0	2	5	0	0	1	0
Gm38593	42	0	0	0	0	1	0	0	0	0
Gm49949	19	0	0	0	0	0	0	0	0	0
Epb41l3	8624	56	58	38	39	57	19	21	17	26
2410021H03Rik	58	1	0	0	0	0	0	0	0	0
Gm36487	30	0	0	0	0	0	0	0	0	0
Gm49894	5	0	0	0	0	0	0	0	0	0
Zbtb14	909	4	8	6	5	6	2	2	3	6
A930029G22Rik	56	0	1	0	0	0	0	0	0	0
C030034I22Rik	180	0	0	0	0	0	2	1	1	0
Akain1	893	2	4	2	2	5	1	0	1	0
A730049N16Rik	0	0	0	0	0	0	0	0	0	0
Gm9319	2	0	0	0	0	0	0	0	0	0
Gm9598	0	0	0	0	0	0	0	0	0	1
Gm55102	0	0	0	0	0	0	0	0	0	0
Gm49895	0	0	0	0	0	0	0	0	0	0
Gm36594	0	0	0	0	0	0	0	0	0	0
Gm4561	0	0	0	0	0	0	0	0	0	0
Dlgap1	33439	97	246	159	150	307	70	73	58	59
5031415H12Rik	8	0	1	0	0	0	0	0	0	0
Gm41609	27	1	1	0	0	1	1	0	0	0
Gm20703	6	0	0	0	0	0	0	0	0	0
Tgif1	136	0	0	3	0	2	1	1	0	0
Gm56904	0	0	2	0	0	1	1	0	0	0
Gm56903	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121796	6	0	0	0	0	0	0	0	0	0
Mir1195	0	0	0	0	0	0	0	0	0	0
Gm26510	13	0	0	0	0	0	0	0	0	1
Gm9320	6	6	10	8	8	10	5	5	6	5
Gm49902	2	0	3	0	0	0	0	0	0	0
Gm49904	0	0	0	0	0	0	0	0	0	0
Gm16519	0	1	11	1	4	3	2	4	1	4
Gm49905	0	0	5	1	1	2	1	4	6	4
Gm41611	4	1	1	0	1	1	0	0	0	0
Myl12b	671	1	3	0	2	1	2	2	0	0
Gm49909	0	0	0	0	0	0	0	0	0	0
Myl12a	422	3	0	2	1	7	0	2	1	1
Myom1	298	3	4	4	2	5	0	1	0	0
1600022D10Rik	4	0	0	0	0	0	0	0	0	0
Gm49910	0	0	0	0	0	0	0	0	0	0
Lpin2	6303	27	22	25	24	36	9	10	13	6
Emilin2	331	2	2	1	0	4	0	1	0	1
4930471L23Rik	2	0	0	0	0	0	0	0	0	0
Gm4566	0	0	0	0	0	0	0	0	0	0
Smchd1	2313	8	14	6	16	20	4	6	2	2
Gm37639	28	0	0	0	0	0	0	0	0	1
Gm38220	4	0	0	0	0	0	0	0	0	0
Gm49916	0	0	0	0	0	0	0	0	0	0
Gm4707	2	4	1	2	1	2	0	3	3	0
Gm18738	0	0	0	0	0	0	0	0	0	0
Ndc80	12	0	0	0	1	0	1	0	0	0
Gm55941	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121397	3	0	0	0	0	0	0	0	0	0
Mettl4-ps1	0	0	1	0	0	0	0	0	0	0
Spdya	32	0	1	1	0	0	0	0	0	0
Trmt61b	343	5	3	0	1	2	0	0	0	0
Gm50047	0	0	0	0	0	0	0	0	0	0
Gm30091	3	0	0	0	0	0	0	0	0	0
Wdr43	1520	4	11	8	5	9	2	1	2	1
Snord92	0	0	0	0	0	0	0	0	0	0
Snord53	6	0	0	0	0	0	0	0	0	0
Gm22858	0	0	0	0	0	0	0	0	0	0
Togaram2	234	0	0	2	0	3	0	0	0	0
Gm15641	0	0	0	0	0	0	0	0	0	0
Pcare	2	0	0	0	0	0	0	0	0	0
Gm49922	0	0	0	0	0	0	0	0	0	0
Clip4	2688	10	12	14	10	20	4	2	3	3
Alk	302	1	3	2	0	0	0	0	0	0
Gm49924	10	0	0	0	0	0	0	0	0	0
Gm19183	0	1	1	0	0	0	0	0	0	0
Gm55339	0	0	0	0	0	0	0	0	0	0
Gm49923	0	0	0	0	0	0	0	0	0	0
Gm26963	0	0	0	0	0	0	0	0	0	0
Ypel5	4978	16	26	20	12	31	2	3	3	7
Lbh	2925	8	23	10	10	21	1	3	5	1
Gm23649	0	0	0	0	0	0	0	0	0	0
Gm30420	2	0	0	0	0	0	0	0	0	0
Gm30476	0	0	0	0	0	0	0	0	0	0
Lclat1	1790	4	13	4	4	14	2	4	6	1
Gm9311	22	0	1	0	0	0	0	0	0	0
Gm25406	7	0	0	0	0	0	0	0	0	0
E330032C10Rik	28	0	0	0	0	0	0	0	0	0
Capn13	6	0	0	0	0	0	0	0	0	0
Gm49875	0	0	0	0	0	0	0	0	0	0
Galnt14	934	4	5	1	7	7	2	2	0	0
Gm49876	16	0	0	0	0	0	0	0	0	0
Gm55377	147	0	0	0	1	1	0	0	0	0
Gm49878	0	0	0	0	0	0	0	0	0	0
Gm49877	0	0	0	0	0	0	0	1	1	0
D630014O11Rik	2	0	0	0	0	0	0	0	0	0
Ehd3	8133	21	34	34	47	50	9	10	10	14
Gm4948	4	2	2	3	2	3	3	1	3	3
Xdh	975	3	5	7	1	7	4	2	0	1
Gm18068	0	0	0	0	0	0	0	0	0	0
Gm24475	0	0	0	0	0	0	0	0	0	0
Srd5a2	4	0	0	0	0	0	0	0	0	0
Gm49880	0	0	0	0	0	0	0	0	0	0
Gm31235	0	0	0	0	0	0	0	0	0	0
Gm49881	0	0	0	0	0	0	0	0	0	0
Gm49882	0	0	0	0	0	0	0	0	0	0
Gm49883	516	4	1	3	2	3	1	1	0	3
Memo1	1498	4	13	2	1	13	0	3	3	1
Gm9316	8	0	0	1	1	2	1	1	0	0
Dpy30	1198	8	9	6	7	7	0	4	3	1
Gm31328	0	0	1	0	0	0	1	0	0	0
Gm9349	4	1	3	4	1	4	1	1	5	0
Gm9351	0	0	0	0	0	0	0	0	0	0
Gm56895	6	0	0	0	0	0	0	0	0	0
Spast	3447	15	25	10	8	20	7	7	5	6
Slc30a6	727	5	3	4	5	8	0	2	0	3
Nlrc4	40	0	0	1	0	1	1	0	0	0
Gm4708	4	1	3	6	2	2	5	3	1	4
Yipf4	2025	8	10	5	6	13	1	1	1	0
Gm31645	36	0	0	0	0	0	0	1	0	0
Birc6	7392	25	58	37	22	39	11	12	15	11
Gm26749	4	0	0	0	0	0	0	0	0	0
Ttc27	726	5	4	2	5	6	4	1	1	1
Gm50020	0	0	0	0	0	0	0	0	0	0
Gm50021	10	0	0	0	0	0	0	0	0	0
Gm31759	0	0	0	0	0	0	0	0	0	0
Gm31818	0	0	0	0	0	0	0	0	0	0
Ltbp1	530	1	2	4	1	1	1	0	1	0
Gm6276	0	0	0	1	0	0	1	1	1	0
Rasgrp3	1200	2	3	8	4	11	1	1	1	0
Fam98a	2271	10	15	5	7	16	0	4	1	1
Gm9360	0	0	0	0	0	0	0	0	0	0
Gm50099	0	0	0	0	0	0	0	0	0	0
Gm4710	0	0	0	0	0	0	0	0	0	0
Gm24126	0	0	0	0	0	0	0	0	0	0
Gm26124	0	0	0	0	0	0	0	0	0	0
Gm16391	0	0	0	0	0	0	0	0	0	0
Gm50028	0	0	0	0	0	0	0	0	0	0
Gm18366	0	0	0	0	0	0	0	0	0	0
Gm6496	0	0	0	0	1	1	0	0	0	0
Rpsa-ps8	0	1	4	1	1	0	1	0	1	0
Gm17538	2	1	1	1	0	0	1	0	0	1
Gm4711	0	0	0	0	0	0	0	0	0	0
Gm50029	0	0	0	0	0	0	0	0	0	0
Gm50030	0	0	0	0	0	0	0	0	0	0
Gm5229	0	0	0	0	0	0	0	0	0	0
Gm50031	0	0	0	0	0	0	0	0	0	0
Gm32282	153	2	0	0	0	1	0	0	0	0
Crim1	5773	15	26	25	25	53	5	4	7	3
Gm55541	0	0	0	0	0	0	0	0	0	0
Fez2	2326	13	22	9	14	20	3	7	3	6
Gm50034	0	0	0	0	0	0	0	0	0	0
Gm19399	0	1	0	3	1	0	0	0	0	0
Hdac1-ps	10	1	0	1	0	1	0	1	1	0
Vit	316	0	0	1	1	1	1	3	0	3
Gm55558	0	0	0	0	0	0	0	0	0	0
Strn	4388	10	23	19	16	24	12	4	8	10
Gm49863	92	0	0	0	2	0	0	0	0	0
Gm18649	105	0	1	0	1	1	0	0	0	0
Heatr5b	2258	9	15	10	12	19	6	11	6	4
Gpatch11	1755	4	10	6	7	10	1	2	2	1
Gm6548	161	14	24	25	18	17	24	12	16	22
Eif2ak2	601	1	4	3	2	3	2	3	1	1
Gm55596	0	0	0	0	0	0	0	0	0	0
Sult6b1	18	0	0	0	1	0	1	0	0	0
Cebpzos	442	0	2	2	3	5	0	0	0	1
Cebpz	2037	8	9	6	9	17	1	1	5	4
Ndufaf7	2126	8	8	10	7	18	2	5	3	4
Prkd3	1927	11	12	10	8	13	5	3	1	6
Gm26957	0	0	0	0	0	0	0	0	0	0
Qpct	542	2	0	2	0	4	0	1	1	2
Gm49869	0	2	0	3	2	2	1	1	3	2
Gm5230	0	0	0	2	1	4	10	4	2	7
Cdc42ep3	339	1	3	3	3	4	1	1	2	2
Gm17315	10	0	0	0	0	0	0	0	0	0
Gm56883	12	0	1	0	0	0	0	0	0	0
Gm32954	0	0	0	0	0	0	0	0	0	0
Rmdn2	445	2	5	1	0	1	0	0	1	0
Gm56916	10	0	0	0	0	0	0	0	0	0
Cyp1b1	224	1	1	4	0	1	0	0	0	0
Gm33055	2	0	0	0	0	0	0	0	0	0
Gm49984	0	0	0	0	0	0	0	0	0	0
Gm37555	0	0	0	0	0	0	0	0	0	0
1700106O07Rik	0	0	0	0	0	0	0	0	0	0
Gm49985	0	0	0	0	0	0	0	0	0	0
Atl2	4221	10	17	10	15	27	5	3	5	4
Gm6552	12	6	4	11	5	3	3	3	2	3
Gm41625	0	0	0	0	0	0	0	0	0	0
Hnrnpll	2742	10	16	17	10	19	8	5	6	6
Gm22215	1	0	0	0	1	0	0	0	0	0
Gpx4-ps1	2	3	5	3	3	5	3	2	4	1
Gm23125	0	0	0	0	0	0	0	0	0	0
Galm	186	1	0	1	2	2	0	0	1	0
Gm55655	8	0	0	0	0	0	0	0	0	0
Srsf7	7155	25	37	21	10	47	9	9	7	9
Ttc39d	2	0	0	0	0	0	0	0	0	0
Gemin6	220	1	1	0	1	2	1	1	0	2
Dhx57	2226	9	17	5	6	18	7	1	9	6
Gm50087	55	0	1	0	1	0	0	0	0	1
Morn2	537	4	5	5	2	8	0	2	0	1
Arhgef33	68	1	0	0	0	0	0	0	0	0
Gm10190	2	0	0	0	0	0	0	0	0	0
Sos1	3543	7	21	13	7	16	0	3	7	6
Cdkl4	1292	2	8	2	6	8	0	0	2	0
Gm33373	17	0	1	0	0	0	0	0	0	0
Map4k3	5326	11	22	17	24	30	6	9	8	11
C230072F16Rik	36	0	0	1	0	1	0	0	0	1
Gm56880	65	0	0	0	1	1	0	0	0	0
Gm9386	2	0	1	1	0	0	0	0	0	0
Tmem178	3132	5	24	9	11	19	1	8	1	2
Thumpd2	262	2	1	2	1	5	0	0	0	0
Gm50042	0	0	0	2	1	0	1	0	0	2
Gm50043	2	0	0	0	0	0	0	0	0	0
Gm50044	0	0	0	0	0	0	0	0	0	0
Slc8a1	12122	23	66	36	24	57	13	18	10	15
Rpl31-ps25	0	0	0	0	0	0	0	0	0	1
